2018-11-20 00:21:32.390 [THREAD    1] [DEBUG] Illumina.SpaceDock.SpaceDock                       Configuring Job: {"ReferenceId":"use1-prod:138144045","DockerImageId":"akorobeynikov/spades_test","DockerUserName":"","DockerPassword":"","AccessToken":"[hidden]","ApiUrl":"https://api.basespace.illumina.com","CommandLine":["/home/apps/spades/bin/spades.py","--basespace","/data/input/AppSession.json"],"Options":["LaunchMode=SpotThenOnDemand","bsfs.genomesjsonurl=https://s3.amazonaws.com/use1-prd-seq-hub-appdata/use1-genomes.json"],"IsTimedOut":false}
2018-11-20 00:21:52.838 [THREAD Threadpool worker] [INFO ] Illumina.SpaceDock.SampleDownloadLogic             Finished downloading Sample 'SRR643156' (Id: 37372535)
2018-11-20 00:21:52.848 [THREAD Threadpool worker] [INFO ] Illumina.SpaceDock.AbstractResourceDownloadLogic`3[[Illumina.BaseSpace.SDK.Types.SampleCompact, Illumina.BaseSpace.SDK, Version=2.0.0.376, Culture=neutral, PublicKeyToken=null],[Illumina.BaseSpace.SDK.Types.SampleFileCompact, Illumina.BaseSpace.SDK, Version=2.0.0.376, Culture=neutral, PublicKeyToken=null],[Illumina.BaseSpace.SDK.ServiceModels.ListSampleFilesRequest, Illumina.BaseSpace.SDK, Version=2.0.0.376, Culture=neutral, PublicKeyToken=null]] Validating 'SRR643156_S2_L001_R1_001.fastq.gz'.
2018-11-20 00:21:58.790 [THREAD Threadpool worker] [INFO ] Illumina.SpaceDock.AbstractResourceDownloadLogic`3[[Illumina.BaseSpace.SDK.Types.SampleCompact, Illumina.BaseSpace.SDK, Version=2.0.0.376, Culture=neutral, PublicKeyToken=null],[Illumina.BaseSpace.SDK.Types.SampleFileCompact, Illumina.BaseSpace.SDK, Version=2.0.0.376, Culture=neutral, PublicKeyToken=null],[Illumina.BaseSpace.SDK.ServiceModels.ListSampleFilesRequest, Illumina.BaseSpace.SDK, Version=2.0.0.376, Culture=neutral, PublicKeyToken=null]] Validating 'SRR643156_S2_L001_R2_001.fastq.gz'.
2018-11-20 00:22:05.016 [THREAD Threadpool worker] [INFO ] Illumina.SpaceDock.JobExecutorLogic                No appresults to download
2018-11-20 00:22:05.019 [THREAD Threadpool worker] [INFO ] Illumina.SpaceDock.JobExecutorLogic                No runs to download
2018-11-20 00:22:05.071 [THREAD Threadpool worker] [INFO ] Illumina.SpaceDock.JobExecutorLogic                 Mounting Genomes
2018-11-20 00:22:05.073 [THREAD Threadpool worker] [INFO ] Illumina.SpaceDock.JobExecutorLogic                  Using Genomes from S3
2018-11-20 00:22:05.076 [THREAD Threadpool worker] [DEBUG] Illumina.SpaceDock.JobExecutorLogic                Downloading S3 Genomes Json
2018-11-20 00:22:05.078 [THREAD Threadpool worker] [DEBUG] Illumina.SpaceDock.JobExecutor+<>c__DisplayClass12_0 operation starting: Downloading S3 Genomes attempt 1
2018-11-20 00:22:06.588 [THREAD Threadpool worker] [DEBUG] Illumina.SpaceDock.JobExecutor+<>c__DisplayClass12_0 Downloading S3 Genomes completed after 1 attempts and 1510ms
